## Sun Mar 12 17:57:32 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g687.t1	221103.XP_007857795.1	3.1e-188	551.0	COG0277@1|root,2QUV4@2759|Eukaryota,38Z80@33154|Opisthokonta,3NXMG@4751|Fungi,3V3Q3@5204|Basidiomycota,22EV2@155619|Agaricomycetes,3W9Z3@5338|Agaricales	4751|Fungi	C	Belongs to the oxygen-dependent FAD-linked oxidoreductase family	-	-	-	-	-	-	-	-	-	-	-	-	BBE,FAD_binding_4
g688.t1	40483.S8EJD5	3.49e-192	537.0	COG0462@1|root,KOG1448@2759|Eukaryota,38CQV@33154|Opisthokonta,3NU9Y@4751|Fungi,3UXWX@5204|Basidiomycota,2273Y@155619|Agaricomycetes,3H4BM@355688|Agaricomycetes incertae sedis	4751|Fungi	EF	Phosphoribosyl pyrophosphokinase	-	-	2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyl_synth,Pribosyltran_N
g689.t1	78898.MVEG_06684T0	2.06e-68	218.0	COG3467@1|root,2S42E@2759|Eukaryota,39Y65@33154|Opisthokonta,3NX0D@4751|Fungi	4751|Fungi	S	Flavin-nucleotide-binding protein	-	-	-	ko:K07005	-	-	-	-	ko00000	-	-	-	Pyridox_ox_2
g690.t1	984962.XP_009541133.1	4.31e-294	851.0	KOG0661@1|root,KOG0661@2759|Eukaryota,38F74@33154|Opisthokonta,3NUYP@4751|Fungi,3UXW0@5204|Basidiomycota,22505@155619|Agaricomycetes,3H1DK@355688|Agaricomycetes incertae sedis	4751|Fungi	T	Protein tyrosine kinase	IME2	GO:0000003,GO:0000166,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007049,GO:0007154,GO:0007165,GO:0008144,GO:0008150,GO:0008152,GO:0009653,GO:0009987,GO:0010468,GO:0010564,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019222,GO:0019538,GO:0019953,GO:0022402,GO:0022413,GO:0022414,GO:0023052,GO:0030154,GO:0030435,GO:0030437,GO:0030554,GO:0032502,GO:0032505,GO:0032553,GO:0032555,GO:0032559,GO:0033043,GO:0034293,GO:0035556,GO:0035639,GO:0036094,GO:0036211,GO:0040020,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043934,GO:0043935,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0044703,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051321,GO:0051445,GO:0051704,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0071704,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1903046,GO:2000241	2.7.11.1	ko:K12765	ko04113,map04113	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	Pkinase
g691.t1	40483.S8FT00	1.77e-57	182.0	KOG3456@1|root,KOG3456@2759|Eukaryota,3A6F7@33154|Opisthokonta,3P5RA@4751|Fungi,3V1SN@5204|Basidiomycota,229S9@155619|Agaricomycetes,3H5NG@355688|Agaricomycetes incertae sedis	4751|Fungi	C	Zinc-finger domain	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005746,GO:0005747,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016020,GO:0016310,GO:0017144,GO:0019637,GO:0019693,GO:0019866,GO:0022900,GO:0022904,GO:0030964,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0034641,GO:0042773,GO:0042775,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045271,GO:0045333,GO:0046034,GO:0046483,GO:0055086,GO:0055114,GO:0070469,GO:0071704,GO:0072521,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1990204	-	ko:K03939	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016	M00143	-	-	ko00000,ko00001,ko00002	3.D.1.6	-	-	zf-CHCC
g692.t1	104355.XP_007860378.1	0.0	1408.0	COG0542@1|root,KOG1051@2759|Eukaryota,38CTT@33154|Opisthokonta,3NXN8@4751|Fungi,3UZA6@5204|Basidiomycota,224RT@155619|Agaricomycetes,3H1IK@355688|Agaricomycetes incertae sedis	4751|Fungi	O	C-terminal, D2-small domain, of ClpB protein	HSP104	GO:0000166,GO:0000302,GO:0001302,GO:0001306,GO:0001315,GO:0001316,GO:0001317,GO:0001319,GO:0001321,GO:0001322,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005991,GO:0006457,GO:0006458,GO:0006950,GO:0006979,GO:0006996,GO:0007568,GO:0007569,GO:0007571,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0009266,GO:0009311,GO:0009408,GO:0009628,GO:0009987,GO:0010033,GO:0010286,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022411,GO:0030554,GO:0031072,GO:0031974,GO:0031981,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032984,GO:0032988,GO:0032991,GO:0033036,GO:0033554,GO:0034399,GO:0034599,GO:0034605,GO:0034614,GO:0034975,GO:0035617,GO:0035639,GO:0035966,GO:0035967,GO:0036094,GO:0042026,GO:0042221,GO:0042623,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043335,GO:0043531,GO:0043933,GO:0044237,GO:0044238,GO:0044262,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0048869,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0051179,GO:0051716,GO:0051787,GO:0051788,GO:0061077,GO:0070013,GO:0070370,GO:0070413,GO:0070414,GO:0070887,GO:0071218,GO:0071310,GO:0071704,GO:0071826,GO:0071840,GO:0072353,GO:0072379,GO:0072380,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901700,GO:1901701,GO:1903008	-	ko:K03695	ko04213,map04213	-	-	-	ko00000,ko00001,ko03110	-	-	-	AAA,AAA_2,ClpB_D2-small,Clp_N
g694.t1	104355.XP_007861002.1	1.05e-176	520.0	KOG2922@1|root,KOG2922@2759|Eukaryota,39UUX@33154|Opisthokonta,3NWA1@4751|Fungi,3V7D2@5204|Basidiomycota,225AY@155619|Agaricomycetes,3H30D@355688|Agaricomycetes incertae sedis	4751|Fungi	U	Magnesium transporter NIPA	-	-	-	-	-	-	-	-	-	-	-	-	Mg_trans_NIPA
g695.t1	40483.S8EGV7	0.0	1315.0	28PE2@1|root,2QW1Q@2759|Eukaryota,38UQ6@33154|Opisthokonta,3NY0Y@4751|Fungi,3UYZQ@5204|Basidiomycota,2265Y@155619|Agaricomycetes,3H39U@355688|Agaricomycetes incertae sedis	4751|Fungi	T	Domain found in a variety of signalling proteins, always encircled by uDENN and dDENN	-	-	-	-	-	-	-	-	-	-	-	-	DENN,uDENN
g695.t2	40483.S8EGV7	0.0	1349.0	28PE2@1|root,2QW1Q@2759|Eukaryota,38UQ6@33154|Opisthokonta,3NY0Y@4751|Fungi,3UYZQ@5204|Basidiomycota,2265Y@155619|Agaricomycetes,3H39U@355688|Agaricomycetes incertae sedis	4751|Fungi	T	Domain found in a variety of signalling proteins, always encircled by uDENN and dDENN	-	-	-	-	-	-	-	-	-	-	-	-	DENN,uDENN
g696.t1	40483.S8FSZ5	0.0	3831.0	COG5043@1|root,KOG1809@2759|Eukaryota,38B64@33154|Opisthokonta,3NVAS@4751|Fungi,3UZBA@5204|Basidiomycota,224KA@155619|Agaricomycetes,3H2D9@355688|Agaricomycetes incertae sedis	4751|Fungi	U	Vacuolar protein sorting-associated protein	VPS13	GO:0000003,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005628,GO:0005737,GO:0005739,GO:0005768,GO:0006605,GO:0006623,GO:0006810,GO:0006886,GO:0006996,GO:0007005,GO:0007034,GO:0007049,GO:0008104,GO:0008150,GO:0009653,GO:0009987,GO:0010927,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0016192,GO:0019898,GO:0019953,GO:0022402,GO:0022413,GO:0022414,GO:0022607,GO:0030154,GO:0030435,GO:0030437,GO:0031321,GO:0031410,GO:0031982,GO:0032120,GO:0032502,GO:0032505,GO:0032507,GO:0032989,GO:0033036,GO:0033365,GO:0034067,GO:0034293,GO:0034613,GO:0042763,GO:0042764,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043934,GO:0043935,GO:0044085,GO:0044091,GO:0044232,GO:0044422,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0044703,GO:0045053,GO:0045184,GO:0045185,GO:0045324,GO:0046907,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0051179,GO:0051234,GO:0051235,GO:0051321,GO:0051641,GO:0051649,GO:0051651,GO:0051704,GO:0061024,GO:0065007,GO:0065008,GO:0070727,GO:0071561,GO:0071702,GO:0071705,GO:0071709,GO:0071840,GO:0072594,GO:0072665,GO:0072666,GO:0097708,GO:1903046,GO:1990816	-	ko:K19525	-	-	-	-	ko00000	-	-	-	ATG_C,Chorein_N,SHR-BD,VPS13,VPS13_C,VPS13_mid_rpt
g698.t1	40483.S8ELY9	3.74e-55	177.0	2EX2F@1|root,2SYTB@2759|Eukaryota,3AQHQ@33154|Opisthokonta,3PG2Z@4751|Fungi,3V6AD@5204|Basidiomycota,22AE1@155619|Agaricomycetes,3H5TK@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g699.t1	40483.S8EJC7	1.16e-134	389.0	KOG3071@1|root,KOG3071@2759|Eukaryota,38BJ3@33154|Opisthokonta,3NU6C@4751|Fungi,3V030@5204|Basidiomycota,228F3@155619|Agaricomycetes,3H25U@355688|Agaricomycetes incertae sedis	4751|Fungi	I	Elongase of fatty acids, ELO	ELO2	GO:0000038,GO:0003674,GO:0003824,GO:0004312,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006643,GO:0006665,GO:0006807,GO:0006810,GO:0006892,GO:0007034,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009922,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016053,GO:0016192,GO:0016197,GO:0016740,GO:0016746,GO:0016747,GO:0019367,GO:0019368,GO:0019752,GO:0030148,GO:0030176,GO:0030497,GO:0031224,GO:0031227,GO:0031984,GO:0032509,GO:0032511,GO:0032787,GO:0034625,GO:0034626,GO:0042175,GO:0042761,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045324,GO:0046394,GO:0046467,GO:0046907,GO:0048193,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0071704,GO:0071985,GO:0072330,GO:0098827,GO:1901564,GO:1901566,GO:1901576	2.3.1.199	ko:K10245,ko:K10246	ko00062,ko01040,ko01110,ko01212,map00062,map01040,map01110,map01212	M00415	R07758,R07762,R09419,R10825	RC00004,RC00039,RC02728,RC02888,RC02997	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	ELO
g700.t1	104355.XP_007861007.1	3.42e-240	700.0	KOG3508@1|root,KOG3508@2759|Eukaryota,38FII@33154|Opisthokonta,3NUJW@4751|Fungi,3V09N@5204|Basidiomycota,22823@155619|Agaricomycetes,3H3UA@355688|Agaricomycetes incertae sedis	4751|Fungi	T	Rho GTPase activation protein	-	-	-	ko:K17633	ko04014,map04014	-	-	-	ko00000,ko00001	-	-	-	C2,PH,RasGAP
g701.t1	40483.S8FSY9	0.0	1501.0	COG4354@1|root,KOG1077@2759|Eukaryota,38EKD@33154|Opisthokonta,3NUVX@4751|Fungi,3UYGN@5204|Basidiomycota,225WV@155619|Agaricomycetes,3H14Y@355688|Agaricomycetes incertae sedis	4751|Fungi	U	Adaptins are components of the adaptor complexes which link clathrin to receptors in coated vesicles. Clathrin-associated protein complexes are believed to interact with the cytoplasmic tails of membrane proteins, leading to their selection and concentration	-	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005905,GO:0005933,GO:0005935,GO:0005938,GO:0006810,GO:0006886,GO:0006897,GO:0006898,GO:0008104,GO:0008150,GO:0012505,GO:0012506,GO:0015031,GO:0015833,GO:0016020,GO:0016192,GO:0030117,GO:0030118,GO:0030119,GO:0030120,GO:0030122,GO:0030125,GO:0030128,GO:0030131,GO:0030132,GO:0030135,GO:0030136,GO:0030139,GO:0030276,GO:0030427,GO:0030659,GO:0030662,GO:0030665,GO:0030666,GO:0030669,GO:0030674,GO:0031090,GO:0031410,GO:0031982,GO:0032153,GO:0032991,GO:0033036,GO:0034613,GO:0035615,GO:0038024,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044448,GO:0044459,GO:0044464,GO:0045184,GO:0045334,GO:0046907,GO:0048475,GO:0051179,GO:0051234,GO:0051285,GO:0051286,GO:0051641,GO:0051649,GO:0060090,GO:0070727,GO:0071702,GO:0071705,GO:0071944,GO:0072583,GO:0097708,GO:0098588,GO:0098657,GO:0098748,GO:0098796,GO:0098797,GO:0098805,GO:0099568,GO:0099738	-	ko:K11824	ko04144,ko04721,ko04961,ko05016,map04144,map04721,map04961,map05016	-	-	-	ko00000,ko00001,ko04131,ko04147	-	-	-	Adaptin_N,Alpha_adaptinC2,Alpha_adaptin_C
g702.t1	40483.S8EGU3	0.0	1393.0	COG1643@1|root,KOG0920@2759|Eukaryota,38B5Q@33154|Opisthokonta,3NWAW@4751|Fungi,3UYA0@5204|Basidiomycota,22864@155619|Agaricomycetes,3H2S1@355688|Agaricomycetes incertae sedis	4751|Fungi	A	P-loop containing nucleoside triphosphate hydrolase protein	-	-	3.6.4.13	ko:K02974,ko:K13184	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko01000,ko03011,ko03041	-	-	-	DEAD,HA2,Helicase_C,OB_NTP_bind,dsrm
g702.t2	40483.S8EGU3	0.0	1393.0	COG1643@1|root,KOG0920@2759|Eukaryota,38B5Q@33154|Opisthokonta,3NWAW@4751|Fungi,3UYA0@5204|Basidiomycota,22864@155619|Agaricomycetes,3H2S1@355688|Agaricomycetes incertae sedis	4751|Fungi	A	P-loop containing nucleoside triphosphate hydrolase protein	-	-	3.6.4.13	ko:K02974,ko:K13184	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko01000,ko03011,ko03041	-	-	-	DEAD,HA2,Helicase_C,OB_NTP_bind,dsrm
g703.t1	104355.XP_007861009.1	3.39e-27	108.0	COG1076@1|root,KOG3192@2759|Eukaryota,3A0FM@33154|Opisthokonta,3P1Z9@4751|Fungi,3V1RG@5204|Basidiomycota,22A5P@155619|Agaricomycetes,3H5AT@355688|Agaricomycetes incertae sedis	4751|Fungi	O	Co-chaperone Hsc20	JAC1	GO:0001671,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006091,GO:0006790,GO:0008047,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016043,GO:0016226,GO:0022607,GO:0030234,GO:0030544,GO:0031072,GO:0031163,GO:0032781,GO:0043085,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043462,GO:0044085,GO:0044093,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0044571,GO:0045333,GO:0050790,GO:0051087,GO:0051186,GO:0051336,GO:0051345,GO:0055114,GO:0060589,GO:0060590,GO:0065007,GO:0065009,GO:0071840,GO:0098772	-	ko:K04082	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	DnaJ,HSCB_C
g704.t1	202698.XP_007378660.1	1.01e-86	278.0	2E4GX@1|root,2SBDA@2759|Eukaryota,3A9BP@33154|Opisthokonta,3P7WC@4751|Fungi,3V2G1@5204|Basidiomycota,22955@155619|Agaricomycetes,3H54E@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Integral peroxisomal membrane peroxin	-	-	-	-	-	-	-	-	-	-	-	-	Pex24p
g705.t1	40483.S8G1Z4	2.96e-133	390.0	KOG0280@1|root,KOG0280@2759|Eukaryota,38UJD@33154|Opisthokonta,3P1YJ@4751|Fungi,3V10I@5204|Basidiomycota,226J1@155619|Agaricomycetes,3H2X4@355688|Agaricomycetes incertae sedis	4751|Fungi	E	WD40 repeat-like protein	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0006417,GO:0006448,GO:0006464,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009058,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010608,GO:0012505,GO:0016192,GO:0016197,GO:0016787,GO:0016788,GO:0017182,GO:0017183,GO:0018193,GO:0018202,GO:0019222,GO:0019538,GO:0031323,GO:0031326,GO:0031410,GO:0031982,GO:0032268,GO:0032456,GO:0032991,GO:0034248,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046907,GO:0050789,GO:0050794,GO:0051171,GO:0051179,GO:0051234,GO:0051246,GO:0051641,GO:0051649,GO:0052689,GO:0060255,GO:0061685,GO:0065007,GO:0071704,GO:0080090,GO:0097708,GO:1900247,GO:1901564,GO:2000112,GO:2000765	3.1.1.97	ko:K17868	-	-	R11166	RC00460,RC00461	ko00000,ko01000,ko03012	-	-	-	WD40
g705.t2	40483.S8G1Z4	1.18e-155	449.0	KOG0280@1|root,KOG0280@2759|Eukaryota,38UJD@33154|Opisthokonta,3P1YJ@4751|Fungi,3V10I@5204|Basidiomycota,226J1@155619|Agaricomycetes,3H2X4@355688|Agaricomycetes incertae sedis	4751|Fungi	E	WD40 repeat-like protein	-	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0006417,GO:0006448,GO:0006464,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009058,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010608,GO:0012505,GO:0016192,GO:0016197,GO:0016787,GO:0016788,GO:0017182,GO:0017183,GO:0018193,GO:0018202,GO:0019222,GO:0019538,GO:0031323,GO:0031326,GO:0031410,GO:0031982,GO:0032268,GO:0032456,GO:0032991,GO:0034248,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046907,GO:0050789,GO:0050794,GO:0051171,GO:0051179,GO:0051234,GO:0051246,GO:0051641,GO:0051649,GO:0052689,GO:0060255,GO:0061685,GO:0065007,GO:0071704,GO:0080090,GO:0097708,GO:1900247,GO:1901564,GO:2000112,GO:2000765	3.1.1.97	ko:K17868	-	-	R11166	RC00460,RC00461	ko00000,ko01000,ko03012	-	-	-	WD40
g706.t1	40492.XP_007307263.1	2.59e-62	197.0	2CD0X@1|root,2SCVB@2759|Eukaryota,3ACH0@33154|Opisthokonta,3P8E7@4751|Fungi,3V32A@5204|Basidiomycota,229VW@155619|Agaricomycetes,3H60S@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AGTRAP
g707.t1	40483.S8G1Y3	3.66e-111	348.0	COG3914@1|root,KOG4626@2759|Eukaryota,38EM5@33154|Opisthokonta,3NUR6@4751|Fungi,3UYEZ@5204|Basidiomycota,2272G@155619|Agaricomycetes,3H2A0@355688|Agaricomycetes incertae sedis	4751|Fungi	GOT	Glycosyl transferase family 41	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_41,TPR_10,TPR_16,TPR_8
g709.t1	208960.XP_007272410.1	3e-82	275.0	COG2801@1|root,KOG0017@2759|Eukaryota,38DPC@33154|Opisthokonta,3NUZ7@4751|Fungi,3UY7N@5204|Basidiomycota,227R3@155619|Agaricomycetes,3H58M@355688|Agaricomycetes incertae sedis	4751|Fungi	L	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	-	-	-	-	-	-	-	-	-	RVT_2,gag_pre-integrs,rve,zf-CCHC
g712.t1	82508.K1VJP7	8.8e-265	791.0	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3NVKU@4751|Fungi,3UXZ9@5204|Basidiomycota,3VEK4@5234|Tremellales	4751|Fungi	L	Coprinopsis cinerea okayama7 130	-	GO:0003674,GO:0003824,GO:0003964,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0140097,GO:1901360,GO:1901362,GO:1901576	-	-	-	-	-	-	-	-	-	-	Chromo,Peptidase_A2E,RVP_2,RVT_1,Retrotrans_gag,rve,zf-H2C2
g713.t1	221103.XP_007859579.1	1.45e-62	199.0	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3NVKU@4751|Fungi,3UXZ9@5204|Basidiomycota	4751|Fungi	L	Retrotransposable element tf2 155 kda protein type 1-like	-	GO:0003674,GO:0003824,GO:0003964,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0140097,GO:1901360,GO:1901362,GO:1901576	-	-	-	-	-	-	-	-	-	-	Chromo,RVP_2,RVT_1,Retrotrans_gag,rve,zf-CCHC
g714.t1	221103.XP_007859450.1	1.67e-10	64.7	2CYBY@1|root,2S3G3@2759|Eukaryota,3AY9D@33154|Opisthokonta,3PJEA@4751|Fungi,3V8RD@5204|Basidiomycota,22CSD@155619|Agaricomycetes	221103.XP_007859450.1|-	S	zinc ion binding	-	-	-	-	-	-	-	-	-	-	-	-	-
g716.t1	40492.XP_007311395.1	1.05e-36	146.0	2EXKK@1|root,2SZ8P@2759|Eukaryota,3AVV9@33154|Opisthokonta,3PGZI@4751|Fungi,3V6T5@5204|Basidiomycota,22ARX@155619|Agaricomycetes,3H61K@355688|Agaricomycetes incertae sedis	4751|Fungi	S	hAT family C-terminal dimerisation region	-	-	-	-	-	-	-	-	-	-	-	-	Dimer_Tnp_hAT
g717.t1	104355.XP_007868847.1	5.72e-281	810.0	2EBRF@1|root,2SHSB@2759|Eukaryota,3AII7@33154|Opisthokonta,3PB8V@4751|Fungi,3V43R@5204|Basidiomycota,224UP@155619|Agaricomycetes,3H3YV@355688|Agaricomycetes incertae sedis	4751|Fungi	S	protein Coprinopsis cinerea okayama7 130	-	-	-	-	-	-	-	-	-	-	-	-	-
g717.t2	104355.XP_007868847.1	1.13e-278	804.0	2EBRF@1|root,2SHSB@2759|Eukaryota,3AII7@33154|Opisthokonta,3PB8V@4751|Fungi,3V43R@5204|Basidiomycota,224UP@155619|Agaricomycetes,3H3YV@355688|Agaricomycetes incertae sedis	4751|Fungi	S	protein Coprinopsis cinerea okayama7 130	-	-	-	-	-	-	-	-	-	-	-	-	-
